소고기 쌀국수(S)-8400
소고기 쌀국수(L)-9900
매운 소고기 쌀국수(S)-8900
매운 소고기 쌀국수(L)-10400
닭고기 쌀국수(S)-8500
닭고기 쌀국수(L)-9900
분보후에(S)-9500
분보후에(L)-10900
소고기 비빔국수-9400
짜조 비빔국수-9400
하노이 분짜-9400
소고기 볶음면-9400
해물 볶음면-9900
소고기 볶음밥-9400
모듬 볶음밥-8500
해물 볶음밥-9400
껌땀-9400
돼지고기조림밥-8900
쏘이쎄오 (찹쌀밥)-9000
불향가득고기반미-7400
계란반미-7400
연유 반미-4500
반미솓방-9900
사이드 세트-9000
스프링롤-4900
짜조-5900
새우튀김-5000
새우롤-5400
닭봉튀김-5500
반쎄오(돼지고기 + 새우)-10400
월남쌈 S-22500
월남쌈 L-30500
